Customer ID,Account,Campaign,Campaign state,Ad group,Ad group state,Keyword,Keyword state,Match type,Clicks,Impressions,Conversions,Cost
7652731314.0,WW_US_EN|NCA_Platforms_ECM_BOX_DG_Google,Unbranded|Search|IBM & Box Free Trial|ROW|N/A|BMM,enabled,Content_Collaboration-FT-BMM,enabled,+file +collaboration,enabled,Broad,0.0,2.0,0.0,0.0

